junction_length	tpos	cond_pos	cond_all	cond_neg	test_pos	fpos	norm_mini	size_threshold	cut_off	para_pp	para_pw	radius	sample
57	92778	92998	17307786	17214788	92885	107	0.6	1000	0.15	16.122	24.648	0.5	M4-1
58	0	0	0	0	0	0	0.6	1000	0.15	16.122	24.648	0.5	M4-1
60	173214	174264	15354111	15179847	173321	107	0.6	1000	0.15	16.122	24.648	0.5	M4-1
63	89342	90130	11987856	11897726	89398	56	0.6	1000	0.15	16.122	24.648	0.5	M4-1
65	0	0	0	0	0	0	0.6	1000	0.15	16.122	24.648	0.5	M4-1
66	189483	189660	8704878	8515218	189483	0	0.6	1000	0.15	16.122	24.648	0.5	M4-1
67	0	0	0	0	0	0	0.6	1000	0.15	16.122	24.648	0.5	M4-1
69	148648	148774	7634278	7485504	148734	86	0.6	1000	0.15	16.122	24.648	0.5	M4-1
72	1444437	1449473	11493615	10044142	1444443	6	0.6	1000	0.15	16.122	24.648	0.5	M4-1
73	1	1	1	0	1	0	0.6	1000	0.15	16.122	24.648	0.5	M4-1
75	18308	18309	962578	944269	18312	4	0.6	1000	0.15	16.122	24.648	0.5	M4-1
78	12205	12247	451725	439478	12205	0	0.6	1000	0.15	16.122	24.648	0.5	M4-1
81	2002	2002	126756	124754	2002	0	0.6	1000	0.15	16.122	24.648	0.5	M4-1
84	5572	5573	52650	47077	5572	0	0.6	1000	0.15	16.122	24.648	0.5	M4-1
87	620	621	12403	11782	620	0	0.6	1000	0.15	16.122	24.648	0.5	M4-1
90	233	233	4753	4520	233	0	0.6	1000	0.15	16.122	24.648	0.5	M4-1
3	0	0	0	0	0	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
6	0	0	0	0	0	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
24	75	75	3570	3495	93	18	0.6	1000	0.19	16.275	19.375	0.5	M4-1
27	6507	6507	43071	36564	7006	499	0.6	1000	0.19	16.275	19.375	0.5	M4-1
30	710	716	40755	40039	746	36	0.6	1000	0.19	16.275	19.375	0.5	M4-1
33	33976	33984	424581	390597	36817	2841	0.6	1000	0.19	16.275	19.375	0.5	M4-1
36	4979	4979	458403	453424	5161	182	0.6	1000	0.19	16.275	19.375	0.5	M4-1
39	220612	234607	6813586	6578979	221387	775	0.6	1000	0.19	16.275	19.375	0.5	M4-1
41	0	0	0	0	0	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
42	70807	74965	8559453	8484488	72298	1491	0.6	1000	0.19	16.275	19.375	0.5	M4-1
45	266622	274902	18638565	18363663	267068	446	0.6	1000	0.19	16.275	19.375	0.5	M4-1
47	0	0	0	0	0	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
48	212095	212334	24981846	24769512	216797	4702	0.6	1000	0.19	16.275	19.375	0.5	M4-1
49	0	0	0	0	0	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
50	10	10	15	5	10	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
51	269012	270020	34283340	34013320	281272	12260	0.6	1000	0.19	16.275	19.375	0.5	M4-1
52	0	0	0	0	0	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
53	0	0	1	1	0	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
54	256789	257003	26335653	26078650	260596	3807	0.6	1000	0.19	16.275	19.375	0.5	M4-1
56	55	55	55	0	55	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
57	92889	92998	17307786	17214788	95450	2561	0.6	1000	0.19	16.275	19.375	0.5	M4-1
58	0	0	0	0	0	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
60	173290	174264	15354111	15179847	173834	544	0.6	1000	0.19	16.275	19.375	0.5	M4-1
63	89592	90130	11987856	11897726	89700	108	0.6	1000	0.19	16.275	19.375	0.5	M4-1
65	0	0	0	0	0	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
66	189512	189660	8704878	8515218	189640	128	0.6	1000	0.19	16.275	19.375	0.5	M4-1
67	0	0	0	0	0	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
69	148717	148774	7634278	7485504	149817	1100	0.6	1000	0.19	16.275	19.375	0.5	M4-1
72	1444441	1449473	11493615	10044142	1444461	20	0.6	1000	0.19	16.275	19.375	0.5	M4-1
73	1	1	1	0	1	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
75	18309	18309	962578	944269	18330	21	0.6	1000	0.19	16.275	19.375	0.5	M4-1
78	12247	12247	451725	439478	12261	14	0.6	1000	0.19	16.275	19.375	0.5	M4-1
81	2002	2002	126756	124754	2007	5	0.6	1000	0.19	16.275	19.375	0.5	M4-1
84	5572	5573	52650	47077	5572	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
87	620	621	12403	11782	620	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
90	233	233	4753	4520	233	0	0.6	1000	0.19	16.275	19.375	0.5	M4-1
3	0	0	0	0	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
12	1	1	1	0	1	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
15	0	0	0	0	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
24	80	80	17391	17311	331	251	0.6	1000	0.2	18.347	24.587	0.5	M2-1
27	58	58	20706	20648	299	241	0.6	1000	0.2	18.347	24.587	0.5	M2-1
30	317	317	102831	102514	1696	1379	0.6	1000	0.2	18.347	24.587	0.5	M2-1
33	781	781	571915	571134	7481	6700	0.6	1000	0.2	18.347	24.587	0.5	M2-1
36	1469	1518	1530375	1528857	3214	1745	0.6	1000	0.2	18.347	24.587	0.5	M2-1
39	13345	13402	4501500	4488098	15155	1810	0.6	1000	0.2	18.347	24.587	0.5	M2-1
41	0	0	0	0	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
42	28498	28588	10010575	9981987	31028	2530	0.6	1000	0.2	18.347	24.587	0.5	M2-1
43	0	0	1	1	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
45	14894	15621	16522626	16507005	20696	5802	0.6	1000	0.2	18.347	24.587	0.5	M2-1
46	0	0	1	1	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
48	32291	32345	24398605	24366260	42790	10499	0.6	1000	0.2	18.347	24.587	0.5	M2-1
51	14072	14167	23988201	23974034	23583	9511	0.6	1000	0.2	18.347	24.587	0.5	M2-1
52	0	0	0	0	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
54	34188	34863	24217320	24182457	44673	10485	0.6	1000	0.2	18.347	24.587	0.5	M2-1
55	0	0	0	0	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
57	28479	28771	23932821	23904050	41601	13122	0.6	1000	0.2	18.347	24.587	0.5	M2-1
58	0	0	0	0	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
59	0	0	1	1	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
60	13985	14059	16869336	16855277	18895	4910	0.6	1000	0.2	18.347	24.587	0.5	M2-1
61	0	0	0	0	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
62	0	0	0	0	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
63	19862	19873	11608971	11589098	21918	2056	0.6	1000	0.2	18.347	24.587	0.5	M2-1
64	0	0	0	0	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
66	42546	42563	7755891	7713328	44600	2054	0.6	1000	0.2	18.347	24.587	0.5	M2-1
68	0	0	0	0	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
69	2743	2772	4928230	4925458	3494	751	0.6	1000	0.2	18.347	24.587	0.5	M2-1
72	2709	2716	2248260	2245544	2887	178	0.6	1000	0.2	18.347	24.587	0.5	M2-1
73	0	0	1	1	0	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
75	166293	166303	2494261	2327958	166469	176	0.6	1000	0.2	18.347	24.587	0.5	M2-1
78	617	617	541320	540703	1232	615	0.6	1000	0.2	18.347	24.587	0.5	M2-1
81	18097	18097	402753	384656	18128	31	0.6	1000	0.2	18.347	24.587	0.5	M2-1
84	295	296	95703	95407	299	4	0.6	1000	0.2	18.347	24.587	0.5	M2-1
87	102	102	20100	19998	111	9	0.6	1000	0.2	18.347	24.587	0.5	M2-1
90	2	2	9045	9043	2	0	0.6	1000	0.2	18.347	24.587	0.5	M2-1
3	0	0	0	0	0	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
6	0	0	0	0	0	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
24	75	75	3570	3495	93	18	0.6	1000	0.18	19.201	26.121	0.5	M4-1
27	6507	6507	43071	36564	6516	9	0.6	1000	0.18	19.201	26.121	0.5	M4-1
30	710	716	40755	40039	746	36	0.6	1000	0.18	19.201	26.121	0.5	M4-1
33	33976	33984	424581	390597	34138	162	0.6	1000	0.18	19.201	26.121	0.5	M4-1
36	4979	4979	458403	453424	5161	182	0.6	1000	0.18	19.201	26.121	0.5	M4-1
39	220612	234607	6813586	6578979	221387	775	0.6	1000	0.18	19.201	26.121	0.5	M4-1
41	0	0	0	0	0	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
42	70807	74965	8559453	8484488	72298	1491	0.6	1000	0.18	19.201	26.121	0.5	M4-1
45	266622	274902	18638565	18363663	267068	446	0.6	1000	0.18	19.201	26.121	0.5	M4-1
47	0	0	0	0	0	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
48	212082	212334	24981846	24769512	215643	3561	0.6	1000	0.18	19.201	26.121	0.5	M4-1
49	0	0	0	0	0	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
50	10	10	15	5	10	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
51	269012	270020	34283340	34013320	281272	12260	0.6	1000	0.18	19.201	26.121	0.5	M4-1
52	0	0	0	0	0	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
53	0	0	1	1	0	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
54	256549	257003	26335653	26078650	258051	1502	0.6	1000	0.18	19.201	26.121	0.5	M4-1
56	55	55	55	0	55	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
57	92889	92998	17307786	17214788	95450	2561	0.6	1000	0.18	19.201	26.121	0.5	M4-1
58	0	0	0	0	0	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
60	173284	174264	15354111	15179847	173485	201	0.6	1000	0.18	19.201	26.121	0.5	M4-1
63	89592	90130	11987856	11897726	89700	108	0.6	1000	0.18	19.201	26.121	0.5	M4-1
65	0	0	0	0	0	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
66	189512	189660	8704878	8515218	189549	37	0.6	1000	0.18	19.201	26.121	0.5	M4-1
67	0	0	0	0	0	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
69	148694	148774	7634278	7485504	148837	143	0.6	1000	0.18	19.201	26.121	0.5	M4-1
72	1444440	1449473	11493615	10044142	1444459	19	0.6	1000	0.18	19.201	26.121	0.5	M4-1
73	1	1	1	0	1	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
75	18308	18309	962578	944269	18316	8	0.6	1000	0.18	19.201	26.121	0.5	M4-1
78	12247	12247	451725	439478	12261	14	0.6	1000	0.18	19.201	26.121	0.5	M4-1
81	2002	2002	126756	124754	2002	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
84	5572	5573	52650	47077	5572	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
87	620	621	12403	11782	620	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
90	233	233	4753	4520	233	0	0.6	1000	0.18	19.201	26.121	0.5	M4-1
3	0	0	0	0	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
12	1	1	1	0	1	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
15	0	0	0	0	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
24	80	80	17391	17311	238	158	0.6	1000	0.13	19.551	29.606	0.5	M2-1
27	58	58	20706	20648	65	7	0.6	1000	0.13	19.551	29.606	0.5	M2-1
30	316	317	102831	102514	326	10	0.6	1000	0.13	19.551	29.606	0.5	M2-1
33	777	781	571915	571134	1183	406	0.6	1000	0.13	19.551	29.606	0.5	M2-1
36	1468	1518	1530375	1528857	1543	75	0.6	1000	0.13	19.551	29.606	0.5	M2-1
39	13340	13402	4501500	4488098	13516	176	0.6	1000	0.13	19.551	29.606	0.5	M2-1
41	0	0	0	0	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
42	28486	28588	10010575	9981987	28725	239	0.6	1000	0.13	19.551	29.606	0.5	M2-1
43	0	0	1	1	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
45	14838	15621	16522626	16507005	15079	241	0.6	1000	0.13	19.551	29.606	0.5	M2-1
46	0	0	1	1	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
48	32174	32345	24398605	24366260	32839	665	0.6	1000	0.13	19.551	29.606	0.5	M2-1
51	13967	14167	23988201	23974034	14271	304	0.6	1000	0.13	19.551	29.606	0.5	M2-1
52	0	0	0	0	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
54	33976	34863	24217320	24182457	34571	595	0.6	1000	0.13	19.551	29.606	0.5	M2-1
55	0	0	0	0	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
57	28432	28771	23932821	23904050	29335	903	0.6	1000	0.13	19.551	29.606	0.5	M2-1
58	0	0	0	0	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
59	0	0	1	1	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
60	13941	14059	16869336	16855277	14021	80	0.6	1000	0.13	19.551	29.606	0.5	M2-1
61	0	0	0	0	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
62	0	0	0	0	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
63	19828	19873	11608971	11589098	19914	86	0.6	1000	0.13	19.551	29.606	0.5	M2-1
64	0	0	0	0	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
66	42515	42563	7755891	7713328	42533	18	0.6	1000	0.13	19.551	29.606	0.5	M2-1
68	0	0	0	0	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
69	2685	2772	4928230	4925458	2722	37	0.6	1000	0.13	19.551	29.606	0.5	M2-1
72	2704	2716	2248260	2245544	2730	26	0.6	1000	0.13	19.551	29.606	0.5	M2-1
73	0	0	1	1	0	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
75	166287	166303	2494261	2327958	166292	5	0.6	1000	0.13	19.551	29.606	0.5	M2-1
78	614	617	541320	540703	646	32	0.6	1000	0.13	19.551	29.606	0.5	M2-1
81	18097	18097	402753	384656	18097	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
84	295	296	95703	95407	295	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
87	96	102	20100	19998	96	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
90	2	2	9045	9043	2	0	0.6	1000	0.13	19.551	29.606	0.5	M2-1
3	0	0	0	0	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
12	1	1	1	0	1	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
15	0	0	0	0	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
24	80	80	17391	17311	238	158	0.6	1000	0.14	19.737	24.261	0.5	M2-1
27	58	58	20706	20648	65	7	0.6	1000	0.14	19.737	24.261	0.5	M2-1
30	317	317	102831	102514	418	101	0.6	1000	0.14	19.737	24.261	0.5	M2-1
33	777	781	571915	571134	1183	406	0.6	1000	0.14	19.737	24.261	0.5	M2-1
36	1468	1518	1530375	1528857	1628	160	0.6	1000	0.14	19.737	24.261	0.5	M2-1
39	13340	13402	4501500	4488098	13516	176	0.6	1000	0.14	19.737	24.261	0.5	M2-1
41	0	0	0	0	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
42	28486	28588	10010575	9981987	28725	239	0.6	1000	0.14	19.737	24.261	0.5	M2-1
43	0	0	1	1	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
45	14878	15621	16522626	16507005	15459	581	0.6	1000	0.14	19.737	24.261	0.5	M2-1
46	0	0	1	1	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
48	32174	32345	24398605	24366260	32839	665	0.6	1000	0.14	19.737	24.261	0.5	M2-1
51	13993	14167	23988201	23974034	15317	1324	0.6	1000	0.14	19.737	24.261	0.5	M2-1
52	0	0	0	0	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
54	33976	34863	24217320	24182457	34571	595	0.6	1000	0.14	19.737	24.261	0.5	M2-1
55	0	0	0	0	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
57	28432	28771	23932821	23904050	29335	903	0.6	1000	0.14	19.737	24.261	0.5	M2-1
58	0	0	0	0	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
59	0	0	1	1	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
60	13946	14059	16869336	16855277	14107	161	0.6	1000	0.14	19.737	24.261	0.5	M2-1
61	0	0	0	0	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
62	0	0	0	0	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
63	19828	19873	11608971	11589098	19914	86	0.6	1000	0.14	19.737	24.261	0.5	M2-1
64	0	0	0	0	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
66	42535	42563	7755891	7713328	42654	119	0.6	1000	0.14	19.737	24.261	0.5	M2-1
68	0	0	0	0	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
69	2700	2772	4928230	4925458	2758	58	0.6	1000	0.14	19.737	24.261	0.5	M2-1
72	2705	2716	2248260	2245544	2739	34	0.6	1000	0.14	19.737	24.261	0.5	M2-1
73	0	0	1	1	0	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
75	166290	166303	2494261	2327958	166303	13	0.6	1000	0.14	19.737	24.261	0.5	M2-1
78	614	617	541320	540703	646	32	0.6	1000	0.14	19.737	24.261	0.5	M2-1
81	18097	18097	402753	384656	18097	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
84	295	296	95703	95407	295	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
87	96	102	20100	19998	96	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
90	2	2	9045	9043	2	0	0.6	1000	0.14	19.737	24.261	0.5	M2-1
3	0	0	0	0	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
12	1	1	1	0	1	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
15	0	0	0	0	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
24	80	80	17391	17311	132	52	0.6	1000	0.11	19.855	24.924	0.5	M2-1
27	58	58	20706	20648	60	2	0.6	1000	0.11	19.855	24.924	0.5	M2-1
30	316	317	102831	102514	326	10	0.6	1000	0.11	19.855	24.924	0.5	M2-1
33	760	781	571915	571134	808	48	0.6	1000	0.11	19.855	24.924	0.5	M2-1
36	1457	1518	1530375	1528857	1489	32	0.6	1000	0.11	19.855	24.924	0.5	M2-1
39	13325	13402	4501500	4488098	13394	69	0.6	1000	0.11	19.855	24.924	0.5	M2-1
41	0	0	0	0	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
42	28450	28588	10010575	9981987	28550	100	0.6	1000	0.11	19.855	24.924	0.5	M2-1
43	0	0	1	1	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
45	14721	15621	16522626	16507005	14822	101	0.6	1000	0.11	19.855	24.924	0.5	M2-1
46	0	0	1	1	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
48	32137	32345	24398605	24366260	32345	208	0.6	1000	0.11	19.855	24.924	0.5	M2-1
51	13883	14167	23988201	23974034	13967	84	0.6	1000	0.11	19.855	24.924	0.5	M2-1
52	0	0	0	0	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
54	33846	34863	24217320	24182457	33911	65	0.6	1000	0.11	19.855	24.924	0.5	M2-1
55	0	0	0	0	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
57	28314	28771	23932821	23904050	29174	860	0.6	1000	0.11	19.855	24.924	0.5	M2-1
58	0	0	0	0	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
59	0	0	1	1	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
60	13802	14059	16869336	16855277	13842	40	0.6	1000	0.11	19.855	24.924	0.5	M2-1
61	0	0	0	0	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
62	0	0	0	0	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
63	19766	19873	11608971	11589098	19817	51	0.6	1000	0.11	19.855	24.924	0.5	M2-1
64	0	0	0	0	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
66	42504	42563	7755891	7713328	42518	14	0.6	1000	0.11	19.855	24.924	0.5	M2-1
68	0	0	0	0	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
69	2684	2772	4928230	4925458	2703	19	0.6	1000	0.11	19.855	24.924	0.5	M2-1
72	2693	2716	2248260	2245544	2700	7	0.6	1000	0.11	19.855	24.924	0.5	M2-1
73	0	0	1	1	0	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
75	166282	166303	2494261	2327958	166287	5	0.6	1000	0.11	19.855	24.924	0.5	M2-1
78	603	617	541320	540703	612	9	0.6	1000	0.11	19.855	24.924	0.5	M2-1
81	18070	18097	402753	384656	18070	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
84	295	296	95703	95407	295	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
87	82	102	20100	19998	82	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
90	2	2	9045	9043	2	0	0.6	1000	0.11	19.855	24.924	0.5	M2-1
3	0	0	0	0	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
12	1	1	1	0	1	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
15	0	0	0	0	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
24	80	80	17391	17311	238	158	0.6	1000	0.16	20.21	27.939	0.5	M2-1
27	58	58	20706	20648	137	79	0.6	1000	0.16	20.21	27.939	0.5	M2-1
30	317	317	102831	102514	418	101	0.6	1000	0.16	20.21	27.939	0.5	M2-1
33	781	781	571915	571134	2125	1344	0.6	1000	0.16	20.21	27.939	0.5	M2-1
36	1468	1518	1530375	1528857	1628	160	0.6	1000	0.16	20.21	27.939	0.5	M2-1
39	13345	13402	4501500	4488098	14068	723	0.6	1000	0.16	20.21	27.939	0.5	M2-1
41	0	0	0	0	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
42	28493	28588	10010575	9981987	28932	439	0.6	1000	0.16	20.21	27.939	0.5	M2-1
43	0	0	1	1	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
45	14888	15621	16522626	16507005	16456	1568	0.6	1000	0.16	20.21	27.939	0.5	M2-1
46	0	0	1	1	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
48	32265	32345	24398605	24366260	33953	1688	0.6	1000	0.16	20.21	27.939	0.5	M2-1
51	14000	14167	23988201	23974034	17517	3517	0.6	1000	0.16	20.21	27.939	0.5	M2-1
52	0	0	0	0	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
54	34001	34863	24217320	24182457	36084	2083	0.6	1000	0.16	20.21	27.939	0.5	M2-1
55	0	0	0	0	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
57	28477	28771	23932821	23904050	32005	3528	0.6	1000	0.16	20.21	27.939	0.5	M2-1
58	0	0	0	0	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
59	0	0	1	1	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
60	13949	14059	16869336	16855277	14546	597	0.6	1000	0.16	20.21	27.939	0.5	M2-1
61	0	0	0	0	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
62	0	0	0	0	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
63	19861	19873	11608971	11589098	20146	285	0.6	1000	0.16	20.21	27.939	0.5	M2-1
64	0	0	0	0	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
66	42544	42563	7755891	7713328	42738	194	0.6	1000	0.16	20.21	27.939	0.5	M2-1
68	0	0	0	0	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
69	2739	2772	4928230	4925458	2948	209	0.6	1000	0.16	20.21	27.939	0.5	M2-1
72	2709	2716	2248260	2245544	2775	66	0.6	1000	0.16	20.21	27.939	0.5	M2-1
73	0	0	1	1	0	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
75	166290	166303	2494261	2327958	166364	74	0.6	1000	0.16	20.21	27.939	0.5	M2-1
78	615	617	541320	540703	727	112	0.6	1000	0.16	20.21	27.939	0.5	M2-1
81	18097	18097	402753	384656	18097	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
84	295	296	95703	95407	295	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
87	102	102	20100	19998	102	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
90	2	2	9045	9043	2	0	0.6	1000	0.16	20.21	27.939	0.5	M2-1
3	0	0	0	0	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
12	1	1	1	0	1	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
15	0	0	0	0	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
24	80	80	17391	17311	132	52	0.6	1000	0.12	20.592	26.33	0.5	M2-1
27	58	58	20706	20648	65	7	0.6	1000	0.12	20.592	26.33	0.5	M2-1
30	316	317	102831	102514	326	10	0.6	1000	0.12	20.592	26.33	0.5	M2-1
33	760	781	571915	571134	808	48	0.6	1000	0.12	20.592	26.33	0.5	M2-1
36	1468	1518	1530375	1528857	1543	75	0.6	1000	0.12	20.592	26.33	0.5	M2-1
39	13325	13402	4501500	4488098	13394	69	0.6	1000	0.12	20.592	26.33	0.5	M2-1
41	0	0	0	0	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
42	28486	28588	10010575	9981987	28725	239	0.6	1000	0.12	20.592	26.33	0.5	M2-1
43	0	0	1	1	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
45	14838	15621	16522626	16507005	15079	241	0.6	1000	0.12	20.592	26.33	0.5	M2-1
46	0	0	1	1	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
48	32137	32345	24398605	24366260	32345	208	0.6	1000	0.12	20.592	26.33	0.5	M2-1
51	13967	14167	23988201	23974034	14271	304	0.6	1000	0.12	20.592	26.33	0.5	M2-1
52	0	0	0	0	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
54	33934	34863	24217320	24182457	34092	158	0.6	1000	0.12	20.592	26.33	0.5	M2-1
55	0	0	0	0	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
57	28314	28771	23932821	23904050	29174	860	0.6	1000	0.12	20.592	26.33	0.5	M2-1
58	0	0	0	0	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
59	0	0	1	1	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
60	13941	14059	16869336	16855277	14021	80	0.6	1000	0.12	20.592	26.33	0.5	M2-1
61	0	0	0	0	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
62	0	0	0	0	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
63	19815	19873	11608971	11589098	19878	63	0.6	1000	0.12	20.592	26.33	0.5	M2-1
64	0	0	0	0	0	0	0.6	1000	0.12	20.592	26.33	0.5	M2-1
66	42504	42563	7755891	7713328	42518	14	0.6	1000	0.12	20.592	26.33	0.5	M2-1
