junction_length	tpos	cond_pos	cond_all	cond_neg	test_pos	fpos	norm_mini	size_threshold	cut_off	para_pp	para_pw	radius	sample
72	198385	198785	11005086	10806301	198577	192	0.6	1000	0.14	23.731	37.583	0.5	M5-1
75	27255	27401	2809635	2782234	27272	17	0.6	1000	0.14	23.731	37.583	0.5	M5-1
76	0	0	0	0	0	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
78	57953	58159	2273778	2215619	57953	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
81	14908	14958	644680	629722	14908	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
84	29238	29526	328455	298929	29238	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
87	4182	4182	52650	48468	4185	3	0.6	1000	0.14	23.731	37.583	0.5	M5-1
90	2090	2090	18721	16631	2090	0	0.6	1000	0.14	23.731	37.583	0.5	M5-1
3	0	0	0	0	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
12	1	1	1	0	1	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
15	0	0	0	0	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
24	80	80	17391	17311	132	52	0.6	1000	0.1	24.213	31.337	0.5	M2-1
27	58	58	20706	20648	60	2	0.6	1000	0.1	24.213	31.337	0.5	M2-1
30	316	317	102831	102514	326	10	0.6	1000	0.1	24.213	31.337	0.5	M2-1
33	760	781	571915	571134	808	48	0.6	1000	0.1	24.213	31.337	0.5	M2-1
36	1457	1518	1530375	1528857	1489	32	0.6	1000	0.1	24.213	31.337	0.5	M2-1
39	13277	13402	4501500	4488098	13306	29	0.6	1000	0.1	24.213	31.337	0.5	M2-1
41	0	0	0	0	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
42	28450	28588	10010575	9981987	28550	100	0.6	1000	0.1	24.213	31.337	0.5	M2-1
43	0	0	1	1	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
45	14721	15621	16522626	16507005	14822	101	0.6	1000	0.1	24.213	31.337	0.5	M2-1
46	0	0	1	1	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
48	32065	32345	24398605	24366260	32135	70	0.6	1000	0.1	24.213	31.337	0.5	M2-1
51	13883	14167	23988201	23974034	13967	84	0.6	1000	0.1	24.213	31.337	0.5	M2-1
52	0	0	0	0	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
54	33846	34863	24217320	24182457	33911	65	0.6	1000	0.1	24.213	31.337	0.5	M2-1
55	0	0	0	0	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
57	28214	28771	23932821	23904050	28961	747	0.6	1000	0.1	24.213	31.337	0.5	M2-1
58	0	0	0	0	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
59	0	0	1	1	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
60	13802	14059	16869336	16855277	13842	40	0.6	1000	0.1	24.213	31.337	0.5	M2-1
61	0	0	0	0	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
62	0	0	0	0	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
63	19766	19873	11608971	11589098	19817	51	0.6	1000	0.1	24.213	31.337	0.5	M2-1
64	0	0	0	0	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
66	42477	42563	7755891	7713328	42482	5	0.6	1000	0.1	24.213	31.337	0.5	M2-1
68	0	0	0	0	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
69	2637	2772	4928230	4925458	2648	11	0.6	1000	0.1	24.213	31.337	0.5	M2-1
72	2693	2716	2248260	2245544	2700	7	0.6	1000	0.1	24.213	31.337	0.5	M2-1
73	0	0	1	1	0	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
75	166278	166303	2494261	2327958	166280	2	0.6	1000	0.1	24.213	31.337	0.5	M2-1
78	542	617	541320	540703	543	1	0.6	1000	0.1	24.213	31.337	0.5	M2-1
81	18070	18097	402753	384656	18070	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
84	295	296	95703	95407	295	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
87	82	102	20100	19998	82	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
90	2	2	9045	9043	2	0	0.6	1000	0.1	24.213	31.337	0.5	M2-1
6	0	0	0	0	0	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
8	6	6	6	0	6	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
9	28	28	28	0	28	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
24	9286	9286	76636	67350	9430	144	0.6	1000	0.16	25.814	33.565	0.5	M5-1
27	11312	11312	53956	42644	11312	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
30	84805	84807	512578	427771	84810	5	0.6	1000	0.16	25.814	33.565	0.5	M5-1
33	16170	16399	1097421	1081022	18661	2491	0.6	1000	0.16	25.814	33.565	0.5	M5-1
35	0	0	0	0	0	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
36	38437	38513	3324331	3285818	38605	168	0.6	1000	0.16	25.814	33.565	0.5	M5-1
37	0	0	0	0	0	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
39	76061	78081	8914753	8836672	76650	589	0.6	1000	0.16	25.814	33.565	0.5	M5-1
40	0	0	0	0	0	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
42	165945	168038	24440536	24272498	166191	246	0.6	1000	0.16	25.814	33.565	0.5	M5-1
45	181528	190901	46527481	46336580	182480	952	0.6	1000	0.16	25.814	33.565	0.5	M5-1
47	0	0	0	0	0	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
48	425356	430088	84142878	83712790	431700	6344	0.6	1000	0.16	25.814	33.565	0.5	M5-1
49	0	0	0	0	0	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
51	281691	283513	65259600	64976087	286778	5087	0.6	1000	0.16	25.814	33.565	0.5	M5-1
54	393831	394658	62826445	62431787	397420	3589	0.6	1000	0.16	25.814	33.565	0.5	M5-1
55	1	1	1	0	1	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
57	401356	402140	60077241	59675101	406085	4729	0.6	1000	0.16	25.814	33.565	0.5	M5-1
58	0	0	0	0	0	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
59	0	0	0	0	0	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
60	139886	141584	42878430	42736846	140358	472	0.6	1000	0.16	25.814	33.565	0.5	M5-1
61	0	1	1	0	0	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
62	3	3	6	3	3	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
63	283305	283443	33020001	32736558	283611	306	0.6	1000	0.16	25.814	33.565	0.5	M5-1
64	0	0	0	0	0	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
66	146414	146922	23225520	23078598	146481	67	0.6	1000	0.16	25.814	33.565	0.5	M5-1
69	210081	210783	17877210	17666427	210149	68	0.6	1000	0.16	25.814	33.565	0.5	M5-1
72	198406	198785	11005086	10806301	202152	3746	0.6	1000	0.16	25.814	33.565	0.5	M5-1
75	27371	27401	2809635	2782234	27445	74	0.6	1000	0.16	25.814	33.565	0.5	M5-1
76	0	0	0	0	0	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
78	58026	58159	2273778	2215619	58041	15	0.6	1000	0.16	25.814	33.565	0.5	M5-1
81	14958	14958	644680	629722	14958	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
84	29526	29526	328455	298929	29526	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
87	4182	4182	52650	48468	4185	3	0.6	1000	0.16	25.814	33.565	0.5	M5-1
90	2090	2090	18721	16631	2090	0	0.6	1000	0.16	25.814	33.565	0.5	M5-1
3	0	0	0	0	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
12	1	1	1	0	1	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
15	0	0	0	0	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
24	80	80	17391	17311	331	251	0.6	1000	0.19	25.94	30.348	0.5	M2-1
27	58	58	20706	20648	299	241	0.6	1000	0.19	25.94	30.348	0.5	M2-1
30	317	317	102831	102514	1107	790	0.6	1000	0.19	25.94	30.348	0.5	M2-1
33	781	781	571915	571134	7481	6700	0.6	1000	0.19	25.94	30.348	0.5	M2-1
36	1469	1518	1530375	1528857	2334	865	0.6	1000	0.19	25.94	30.348	0.5	M2-1
39	13345	13402	4501500	4488098	15155	1810	0.6	1000	0.19	25.94	30.348	0.5	M2-1
41	0	0	0	0	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
42	28497	28588	10010575	9981987	29828	1331	0.6	1000	0.19	25.94	30.348	0.5	M2-1
43	0	0	1	1	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
45	14893	15621	16522626	16507005	17765	2872	0.6	1000	0.19	25.94	30.348	0.5	M2-1
46	0	0	1	1	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
48	32291	32345	24398605	24366260	42790	10499	0.6	1000	0.19	25.94	30.348	0.5	M2-1
51	14071	14167	23988201	23974034	19682	5611	0.6	1000	0.19	25.94	30.348	0.5	M2-1
52	0	0	0	0	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
54	34188	34863	24217320	24182457	44673	10485	0.6	1000	0.19	25.94	30.348	0.5	M2-1
55	0	0	0	0	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
57	28479	28771	23932821	23904050	36267	7788	0.6	1000	0.19	25.94	30.348	0.5	M2-1
58	0	0	0	0	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
59	0	0	1	1	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
60	13985	14059	16869336	16855277	16750	2765	0.6	1000	0.19	25.94	30.348	0.5	M2-1
61	0	0	0	0	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
62	0	0	0	0	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
63	19862	19873	11608971	11589098	20672	810	0.6	1000	0.19	25.94	30.348	0.5	M2-1
64	0	0	0	0	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
66	42546	42563	7755891	7713328	43686	1140	0.6	1000	0.19	25.94	30.348	0.5	M2-1
68	0	0	0	0	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
69	2743	2772	4928230	4925458	3494	751	0.6	1000	0.19	25.94	30.348	0.5	M2-1
72	2709	2716	2248260	2245544	2858	149	0.6	1000	0.19	25.94	30.348	0.5	M2-1
73	0	0	1	1	0	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
75	166293	166303	2494261	2327958	166414	121	0.6	1000	0.19	25.94	30.348	0.5	M2-1
78	617	617	541320	540703	876	259	0.6	1000	0.19	25.94	30.348	0.5	M2-1
81	18097	18097	402753	384656	18123	26	0.6	1000	0.19	25.94	30.348	0.5	M2-1
84	295	296	95703	95407	297	2	0.6	1000	0.19	25.94	30.348	0.5	M2-1
87	102	102	20100	19998	107	5	0.6	1000	0.19	25.94	30.348	0.5	M2-1
90	2	2	9045	9043	2	0	0.6	1000	0.19	25.94	30.348	0.5	M2-1
6	0	0	0	0	0	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
8	6	6	6	0	6	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
9	28	28	28	0	28	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
24	9286	9286	76636	67350	9430	144	0.6	1000	0.15	26.879	33.88	0.5	M5-1
27	11312	11312	53956	42644	11312	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
30	84805	84807	512578	427771	84810	5	0.6	1000	0.15	26.879	33.88	0.5	M5-1
33	16169	16399	1097421	1081022	16381	212	0.6	1000	0.15	26.879	33.88	0.5	M5-1
35	0	0	0	0	0	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
36	38437	38513	3324331	3285818	38605	168	0.6	1000	0.15	26.879	33.88	0.5	M5-1
37	0	0	0	0	0	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
39	75943	78081	8914753	8836672	76296	353	0.6	1000	0.15	26.879	33.88	0.5	M5-1
40	0	0	0	0	0	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
42	165945	168038	24440536	24272498	166191	246	0.6	1000	0.15	26.879	33.88	0.5	M5-1
45	181508	190901	46527481	46336580	182065	557	0.6	1000	0.15	26.879	33.88	0.5	M5-1
47	0	0	0	0	0	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
48	425356	430088	84142878	83712790	431700	6344	0.6	1000	0.15	26.879	33.88	0.5	M5-1
49	0	0	0	0	0	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
51	280511	283513	65259600	64976087	284301	3790	0.6	1000	0.15	26.879	33.88	0.5	M5-1
54	393831	394658	62826445	62431787	397420	3589	0.6	1000	0.15	26.879	33.88	0.5	M5-1
55	1	1	1	0	1	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
57	401214	402140	60077241	59675101	401910	696	0.6	1000	0.15	26.879	33.88	0.5	M5-1
58	0	0	0	0	0	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
59	0	0	0	0	0	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
60	139886	141584	42878430	42736846	140358	472	0.6	1000	0.15	26.879	33.88	0.5	M5-1
61	0	1	1	0	0	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
62	3	3	6	3	3	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
63	283220	283443	33020001	32736558	283336	116	0.6	1000	0.15	26.879	33.88	0.5	M5-1
64	0	0	0	0	0	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
66	146385	146922	23225520	23078598	146442	57	0.6	1000	0.15	26.879	33.88	0.5	M5-1
69	210081	210783	17877210	17666427	210149	68	0.6	1000	0.15	26.879	33.88	0.5	M5-1
72	198385	198785	11005086	10806301	198577	192	0.6	1000	0.15	26.879	33.88	0.5	M5-1
75	27371	27401	2809635	2782234	27388	17	0.6	1000	0.15	26.879	33.88	0.5	M5-1
76	0	0	0	0	0	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
78	57968	58159	2273778	2215619	57983	15	0.6	1000	0.15	26.879	33.88	0.5	M5-1
81	14958	14958	644680	629722	14958	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
84	29454	29526	328455	298929	29454	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
87	4182	4182	52650	48468	4185	3	0.6	1000	0.15	26.879	33.88	0.5	M5-1
90	2090	2090	18721	16631	2090	0	0.6	1000	0.15	26.879	33.88	0.5	M5-1
6	0	0	0	0	0	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
8	6	6	6	0	6	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
9	28	28	28	0	28	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
24	9286	9286	76636	67350	10135	849	0.6	1000	0.2	27.346	40.174	0.5	M5-1
27	11312	11312	53956	42644	11562	250	0.6	1000	0.2	27.346	40.174	0.5	M5-1
30	84806	84807	512578	427771	86429	1623	0.6	1000	0.2	27.346	40.174	0.5	M5-1
33	16350	16399	1097421	1081022	25649	9299	0.6	1000	0.2	27.346	40.174	0.5	M5-1
35	0	0	0	0	0	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
36	38440	38513	3324331	3285818	42912	4472	0.6	1000	0.2	27.346	40.174	0.5	M5-1
37	0	0	0	0	0	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
39	76071	78081	8914753	8836672	77265	1194	0.6	1000	0.2	27.346	40.174	0.5	M5-1
40	0	0	0	0	0	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
42	165957	168038	24440536	24272498	168012	2055	0.6	1000	0.2	27.346	40.174	0.5	M5-1
45	181651	190901	46527481	46336580	189012	7361	0.6	1000	0.2	27.346	40.174	0.5	M5-1
47	0	0	0	0	0	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
48	426757	430088	84142878	83712790	441719	14962	0.6	1000	0.2	27.346	40.174	0.5	M5-1
49	0	0	0	0	0	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
51	282585	283513	65259600	64976087	310226	27641	0.6	1000	0.2	27.346	40.174	0.5	M5-1
54	394025	394658	62826445	62431787	411478	17453	0.6	1000	0.2	27.346	40.174	0.5	M5-1
55	1	1	1	0	1	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
57	401375	402140	60077241	59675101	427986	26611	0.6	1000	0.2	27.346	40.174	0.5	M5-1
58	0	0	0	0	0	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
59	0	0	0	0	0	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
60	140005	141584	42878430	42736846	157579	17574	0.6	1000	0.2	27.346	40.174	0.5	M5-1
61	1	1	1	0	1	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
62	3	3	6	3	3	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
63	283339	283443	33020001	32736558	285442	2103	0.6	1000	0.2	27.346	40.174	0.5	M5-1
64	0	0	0	0	0	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
66	146438	146922	23225520	23078598	147539	1101	0.6	1000	0.2	27.346	40.174	0.5	M5-1
69	210092	210783	17877210	17666427	210293	201	0.6	1000	0.2	27.346	40.174	0.5	M5-1
72	198406	198785	11005086	10806301	202395	3989	0.6	1000	0.2	27.346	40.174	0.5	M5-1
75	27376	27401	2809635	2782234	27623	247	0.6	1000	0.2	27.346	40.174	0.5	M5-1
76	0	0	0	0	0	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
78	58082	58159	2273778	2215619	58157	75	0.6	1000	0.2	27.346	40.174	0.5	M5-1
81	14958	14958	644680	629722	15016	58	0.6	1000	0.2	27.346	40.174	0.5	M5-1
84	29526	29526	328455	298929	29526	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
87	4182	4182	52650	48468	4189	7	0.6	1000	0.2	27.346	40.174	0.5	M5-1
90	2090	2090	18721	16631	2090	0	0.6	1000	0.2	27.346	40.174	0.5	M5-1
3	0	0	0	0	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
12	1	1	1	0	1	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
15	0	0	0	0	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
24	80	80	17391	17311	331	251	0.6	1000	0.18	27.509	35.815	0.5	M2-1
27	58	58	20706	20648	137	79	0.6	1000	0.18	27.509	35.815	0.5	M2-1
30	317	317	102831	102514	1107	790	0.6	1000	0.18	27.509	35.815	0.5	M2-1
33	781	781	571915	571134	2125	1344	0.6	1000	0.18	27.509	35.815	0.5	M2-1
36	1469	1518	1530375	1528857	2334	865	0.6	1000	0.18	27.509	35.815	0.5	M2-1
39	13345	13402	4501500	4488098	15155	1810	0.6	1000	0.18	27.509	35.815	0.5	M2-1
41	0	0	0	0	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
42	28497	28588	10010575	9981987	29828	1331	0.6	1000	0.18	27.509	35.815	0.5	M2-1
43	0	0	1	1	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
45	14893	15621	16522626	16507005	17765	2872	0.6	1000	0.18	27.509	35.815	0.5	M2-1
46	0	0	1	1	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
48	32290	32345	24398605	24366260	35982	3692	0.6	1000	0.18	27.509	35.815	0.5	M2-1
51	14071	14167	23988201	23974034	19682	5611	0.6	1000	0.18	27.509	35.815	0.5	M2-1
52	0	0	0	0	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
54	34188	34863	24217320	24182457	41165	6977	0.6	1000	0.18	27.509	35.815	0.5	M2-1
55	0	0	0	0	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
57	28479	28771	23932821	23904050	36267	7788	0.6	1000	0.18	27.509	35.815	0.5	M2-1
58	0	0	0	0	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
59	0	0	1	1	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
60	13957	14059	16869336	16855277	15327	1370	0.6	1000	0.18	27.509	35.815	0.5	M2-1
61	0	0	0	0	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
62	0	0	0	0	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
63	19862	19873	11608971	11589098	20672	810	0.6	1000	0.18	27.509	35.815	0.5	M2-1
64	0	0	0	0	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
66	42546	42563	7755891	7713328	42965	419	0.6	1000	0.18	27.509	35.815	0.5	M2-1
68	0	0	0	0	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
69	2743	2772	4928230	4925458	3041	298	0.6	1000	0.18	27.509	35.815	0.5	M2-1
72	2709	2716	2248260	2245544	2836	127	0.6	1000	0.18	27.509	35.815	0.5	M2-1
73	0	0	1	1	0	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
75	166293	166303	2494261	2327958	166396	103	0.6	1000	0.18	27.509	35.815	0.5	M2-1
78	617	617	541320	540703	876	259	0.6	1000	0.18	27.509	35.815	0.5	M2-1
81	18097	18097	402753	384656	18121	24	0.6	1000	0.18	27.509	35.815	0.5	M2-1
84	295	296	95703	95407	297	2	0.6	1000	0.18	27.509	35.815	0.5	M2-1
87	102	102	20100	19998	102	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
90	2	2	9045	9043	2	0	0.6	1000	0.18	27.509	35.815	0.5	M2-1
6	0	0	0	0	0	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
8	6	6	6	0	6	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
9	28	28	28	0	28	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
24	9286	9286	76636	67350	10135	849	0.6	1000	0.19	27.75	30.875	0.5	M5-1
27	11312	11312	53956	42644	11562	250	0.6	1000	0.19	27.75	30.875	0.5	M5-1
30	84806	84807	512578	427771	84846	40	0.6	1000	0.19	27.75	30.875	0.5	M5-1
33	16350	16399	1097421	1081022	25649	9299	0.6	1000	0.19	27.75	30.875	0.5	M5-1
35	0	0	0	0	0	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
36	38440	38513	3324331	3285818	39371	931	0.6	1000	0.19	27.75	30.875	0.5	M5-1
37	0	0	0	0	0	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
39	76071	78081	8914753	8836672	77265	1194	0.6	1000	0.19	27.75	30.875	0.5	M5-1
40	0	0	0	0	0	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
42	165956	168038	24440536	24272498	166437	481	0.6	1000	0.19	27.75	30.875	0.5	M5-1
45	181647	190901	46527481	46336580	185836	4189	0.6	1000	0.19	27.75	30.875	0.5	M5-1
47	0	0	0	0	0	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
48	426757	430088	84142878	83712790	441719	14962	0.6	1000	0.19	27.75	30.875	0.5	M5-1
49	0	0	0	0	0	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
51	282575	283513	65259600	64976087	293812	11237	0.6	1000	0.19	27.75	30.875	0.5	M5-1
54	394025	394658	62826445	62431787	411478	17453	0.6	1000	0.19	27.75	30.875	0.5	M5-1
55	1	1	1	0	1	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
57	401375	402140	60077241	59675101	417906	16531	0.6	1000	0.19	27.75	30.875	0.5	M5-1
58	0	0	0	0	0	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
59	0	0	0	0	0	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
60	140005	141584	42878430	42736846	149631	9626	0.6	1000	0.19	27.75	30.875	0.5	M5-1
61	1	1	1	0	1	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
62	3	3	6	3	3	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
63	283327	283443	33020001	32736558	284675	1348	0.6	1000	0.19	27.75	30.875	0.5	M5-1
64	0	0	0	0	0	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
66	146438	146922	23225520	23078598	146793	355	0.6	1000	0.19	27.75	30.875	0.5	M5-1
69	210092	210783	17877210	17666427	210293	201	0.6	1000	0.19	27.75	30.875	0.5	M5-1
72	198406	198785	11005086	10806301	202316	3910	0.6	1000	0.19	27.75	30.875	0.5	M5-1
75	27376	27401	2809635	2782234	27510	134	0.6	1000	0.19	27.75	30.875	0.5	M5-1
76	0	0	0	0	0	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
78	58026	58159	2273778	2215619	58081	55	0.6	1000	0.19	27.75	30.875	0.5	M5-1
81	14958	14958	644680	629722	14958	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
84	29526	29526	328455	298929	29526	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
87	4182	4182	52650	48468	4189	7	0.6	1000	0.19	27.75	30.875	0.5	M5-1
90	2090	2090	18721	16631	2090	0	0.6	1000	0.19	27.75	30.875	0.5	M5-1
6	0	0	0	0	0	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
8	6	6	6	0	6	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
9	28	28	28	0	28	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
24	9286	9286	76636	67350	10135	849	0.6	1000	0.18	31.64	42.21	0.5	M5-1
27	11312	11312	53956	42644	11312	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
30	84806	84807	512578	427771	84846	40	0.6	1000	0.18	31.64	42.21	0.5	M5-1
33	16170	16399	1097421	1081022	18661	2491	0.6	1000	0.18	31.64	42.21	0.5	M5-1
35	0	0	0	0	0	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
36	38440	38513	3324331	3285818	39371	931	0.6	1000	0.18	31.64	42.21	0.5	M5-1
37	0	0	0	0	0	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
39	76071	78081	8914753	8836672	77265	1194	0.6	1000	0.18	31.64	42.21	0.5	M5-1
40	0	0	0	0	0	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
42	165956	168038	24440536	24272498	166437	481	0.6	1000	0.18	31.64	42.21	0.5	M5-1
45	181647	190901	46527481	46336580	185836	4189	0.6	1000	0.18	31.64	42.21	0.5	M5-1
47	0	0	0	0	0	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
48	425402	430088	84142878	83712790	432706	7304	0.6	1000	0.18	31.64	42.21	0.5	M5-1
49	0	0	0	0	0	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
51	282575	283513	65259600	64976087	293812	11237	0.6	1000	0.18	31.64	42.21	0.5	M5-1
54	394003	394658	62826445	62431787	406079	12076	0.6	1000	0.18	31.64	42.21	0.5	M5-1
55	1	1	1	0	1	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
57	401375	402140	60077241	59675101	417906	16531	0.6	1000	0.18	31.64	42.21	0.5	M5-1
58	0	0	0	0	0	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
59	0	0	0	0	0	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
60	140003	141584	42878430	42736846	142437	2434	0.6	1000	0.18	31.64	42.21	0.5	M5-1
61	1	1	1	0	1	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
62	3	3	6	3	3	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
63	283327	283443	33020001	32736558	284675	1348	0.6	1000	0.18	31.64	42.21	0.5	M5-1
64	0	0	0	0	0	0	0.6	1000	0.18	31.64	42.21	0.5	M5-1
66	146431	146922	23225520	23078598	146565	134	0.6	1000	0.18	31.64	42.21	0.5	M5-1
69	210091	210783	17877210	17666427	210179	88	0.6	1000	0.18	31.64	42.21	0.5	M5-1
